,y_test,y_pred
0,222.1561605,272.2896745
1,275.459017,326.57162950000003
2,106.94264,104.02380775000002
3,266.4788855,243.30213165
4,112.035875,110.4802424
5,98.6892395,106.14832695
6,100.979775,115.45513779999999
7,278.716852,353.88657670000003
8,306.1694105,371.8357399
9,100.066445,101.3402563
10,296.82788,324.21300940000003
11,242.481686,248.76600820000004
12,97.1514365,99.82751525
13,186.1106525,156.54707810000002
14,124.5377895,216.37126375000003
15,97.28494,98.1120499
16,127.62585,131.10734159999998
17,176.5879855,166.87909095000003
18,103.0714755,98.42623105
19,257.4631385,269.05279364999996
20,104.160698,107.04262559999998
21,68.6891895,59.857878349999986
22,95.6201885,99.22019449999999
23,381.5484145,367.26500395000005
24,115.257876,101.04440730000002
25,99.17715,99.57379304999999
26,111.1760775,116.06763699999999
27,101.9265355,104.08795934999998
28,180.702559,187.5000066
29,109.0387105,104.93163154999999
30,100.57555,106.64808015000001
31,100.0439395,99.2797576
32,68.75758,67.28797085
33,415.83609,434.88389305
34,103.732875,104.25500259999998
35,341.4541015000001,381.6640447000001
36,253.301369,264.3204114
37,111.465153,117.13627679999999
38,265.5275365,255.75754934999995
39,99.781958,106.70253035
40,336.8686605,323.5907651
41,112.9271365,109.03300764999999
42,255.022275,249.83536905
43,136.1873355,134.29921145
44,270.273575,334.52271340000004
45,105.8851,106.83887435
46,97.3113785,97.34813019999999
47,245.3355145,231.00768290000005
48,97.4472855,98.81183985
49,153.7350705,136.2604893
50,181.9023425,193.33705930000002
51,102.695874,100.07887765
52,423.3811135,402.20324135
53,103.4416145,104.5667147
54,97.461925,102.90493479999998
55,290.2263395,352.02567775
56,104.161572,101.6136435
57,105.38255,105.0644577
58,91.0710185,97.23431355
59,146.2055605,135.44511285000002
60,80.2259895,71.68502115
61,102.5129895,101.71566114999999
62,336.6335545,363.26809269999995
63,227.2109395,222.7991186
64,433.9119395,416.40460514999995
65,104.8872105,90.42100285000001
66,315.8782395,310.55380965
67,405.896525,407.80916475000004
68,98.2579205,99.2371938
69,180.6494635,174.97569585
70,155.0657355,167.82242100000002
71,101.447802,95.962141
72,97.8182985,94.74009235
73,297.4593450000001,325.45476675
74,279.7964605,314.40954805
75,249.7002705,258.85858874999997
76,101.3403,111.80516085
77,130.0256355,140.69614855
78,92.2592215,96.80662165
79,179.333001,172.5213072
80,93.708969,97.12091204999999
81,91.400298,95.94061875
82,158.3799435,223.73038745
83,142.8275505,130.97844845000003
84,117.26458,151.08066695
85,343.566341,343.8011411
86,78.496562,84.48964555
87,265.8670855,270.44959860000006
88,147.4422705,144.50161010000002
89,111.240098,99.65205975
90,111.4776075,109.50728375000001
91,445.753547,422.2153286000001
92,106.1156175,97.89129935000001
93,120.9246735,120.80071844999998
94,255.131525,244.564865
95,94.041089,97.78580755
96,244.226627,237.59399395000005
97,95.8850105,98.785161
98,126.647844,129.4591087
99,96.3001605,98.70210915
100,103.1357145,102.65116889999999
101,73.24491450000002,73.35650245000001
102,95.910138,98.58221820000001
103,140.922449,149.73079579999995
104,97.1304605,107.68800905
105,308.197309,309.62498800000003
106,97.3636,98.7958675
107,95.4340265,94.19486930000001
108,101.416775,108.10663319999999
109,115.9760855,106.0394921
110,102.0991505,118.5405326
111,265.182525,277.62201405
112,96.6899645,119.76749749999999
113,104.1845145,95.64221330000001
114,243.2317965,249.22378755
115,412.8786925,420.30732104999987
116,127.0359,118.11808469999998
117,92.1377355,99.96337855
118,82.6294895,85.84788524999999
119,335.0734645,298.81869905
120,103.3878635,106.68513775
121,317.3539885,220.92561220000002
122,105.08713799999998,102.6665513
123,238.9697355,234.27799424999998
124,98.064111,100.64754574999999
125,98.0971045,100.3394826
126,97.871831,95.65967144999999
127,221.0346,230.24789285000003
128,104.696023,106.35572715
129,110.8050645,107.00982875
130,377.7792895,341.9809487
131,100.275331,177.35717105
132,123.8897185,137.9954667
133,104.6490455,98.04813865000001
134,184.672267,269.5938652
135,60.807239,70.2223166
136,251.319137,256.52990315
137,111.01482450000002,105.69220820000001
138,169.9482075,165.7053745
139,109.8143855,100.6598036
140,214.5851355,204.12870875000002
141,101.526025,98.3236016
142,105.4880855,104.60650355
